label,max,min,range,average,var,size
law,125.638138,0.0,125.638138,49.100983480000025,2625.1167681924212,100
law,132.533524,0.0,132.533524,54.554480565656569,2839.409133490552,99
law,125.205025,0.0,125.205025,58.867917336956523,3334.9792696138161,92
law,133.898041,0.0,133.898041,65.035712810000021,3783.1295418238205,100
law,136.096664,0.0,136.096664,63.712639040404021,3402.1656799041211,99
law,255.656967,0.0,255.656967,121.5771345147059,15684.327245665043,68
law,233.660553,0.0,233.660553,126.13946118620696,10322.560453055856,145
law,294.470642,0.0,294.470642,133.15196884920636,12202.846841869503,126
law,253.174271,0.0,253.174271,145.55528446896543,10878.441727670861,145
law,244.478012,0.0,244.478012,129.90678427338128,9952.9818930137262,139
law,495.36554,0.0,495.36554,118.41169474782617,12107.714828999884,115
law,260.305573,0.0,260.305573,138.3725465140846,9853.5366683685461,142
law,259.009888,0.0,259.009888,132.34967162500001,11573.65184460013,136
law,240.257812,0.0,240.257812,136.25467946212115,10598.406976900344,132
law,285.933594,0.0,285.933594,126.94210388135593,12488.069357747729,118
law,257.120941,0.0,257.120941,125.67769063636364,11347.140218766654,121
law,241.749298,0.0,241.749298,95.878673418918922,12078.863635170241,148
law,297.380432,0.0,297.380432,132.42107037398381,12976.028141168266,123
law,252.555267,0.0,252.555267,137.47966633333337,11876.899879145822,126
law,248.451813,0.0,248.451813,129.98632783333335,11887.000234090194,120
law,264.581879,0.0,264.581879,154.22082744525545,12077.482895215546,137
law,244.578842,0.0,244.578842,126.90035118699186,11626.844199838713,123
law,278.135284,0.0,278.135284,132.36372920338979,14828.521047408727,118
law,249.65744,0.0,249.65744,100.32772242105266,13130.523206538584,76
law,260.563904,0.0,260.563904,105.23376364473684,16076.403531824786,76
law,284.634125,0.0,284.634125,152.10410022608693,16066.629779429979,115
law,282.709747,0.0,282.709747,139.8431339661017,14478.988132616314,118
